"","price","floors","waterfront","view","condition","sqft_basement","lat","long","sqft_lot15","city","room_avg_sqft","house_age","renovated"
"160",305000,1,"0",0,3,430,47.726,-122.191,8400,"Kirkland",212.173913043478,38,"0"
"161",166950,1,"0",0,3,0,47.4616,-122.184,7980,"Renton",238,56,"0"
"162",799000,1,"0",0,4,0,47.5505,-122.219,10083,"Mercer Island",329.230769230769,56,"0"
"163",4e+05,1,"0",0,4,760,47.7606,-122.336,7818,"Seattle",218.461538461538,53,"0"
"164",230000,1,"0",0,3,0,47.7481,-122.3,10228,"Seattle",212,67,"0"
"165",256883,2,"0",0,3,0,47.2779,-122.347,5001,"Federal Way",260,12,"0"
"166",423000,1.5,"0",0,5,840,47.5511,-122.312,6480,"Seattle",161.428571428571,95,"0"
"167",465000,2,"0",0,3,0,47.5488,-122.372,2385,"Seattle",330.769230769231,8,"0"
"168",210000,1,"0",0,4,0,47.5093,-122.184,9514,"Renton",172,72,"0"
"169",297000,2,"0",0,3,0,47.3777,-122.165,10450,"Kent",298.461538461538,21,"0"
"170",470000,1,"0",0,3,0,47.675,-122.394,5000,"Seattle",202,63,"0"
"171",226500,1,"0",0,4,400,47.3025,-122.37,7500,"Federal Way",163.636363636364,39,"0"
"172",274250,1,"0",0,4,0,47.4787,-122.158,8040,"Renton",182,53,"0"
"173",840000,1,"0",0,4,850,47.5378,-122.219,10744,"Mercer Island",241.481481481481,49,"0"
"174",677900,2,"0",0,3,0,47.7073,-122.114,4587,"Redmond",375.384615384615,5,"0"
"175",425000,1,"0",0,3,0,47.5733,-122.381,5000,"Seattle",202,100,"0"
"176",180250,1,"0",0,3,0,47.4604,-122.339,14280,"Seattle",240,74,"0"
"177",320000,2,"0",0,3,0,47.354,-122.047,6397,"Maple Valley",213.793103448276,22,"0"
"178",625504,2,"0",0,3,210,47.6647,-122.284,1327,"Seattle",169.6,1,"0"
"179",592500,1,"0",0,3,0,47.6143,-122.017,12368,"Sammamish",298.666666666667,32,"0"
"180",477000,2,"0",0,3,0,47.5458,-122.268,8700,"Seattle",221.935483870968,37,"0"
"181",280000,1,"0",0,3,0,47.4889,-122.299,14459,"Seattle",212.5,92,"0"
"182",445838,2,"0",0,3,0,47.5133,-122.379,5390,"Seattle",346.153846153846,15,"0"
"183",467000,1,"0",0,4,0,47.7145,-122.367,12040,"Seattle",293.333333333333,68,"0"
"184",686000,2,"0",0,3,0,47.5836,-122.026,8127,"Sammamish",368,16,"0"
"185",279950,1,"0",0,3,400,47.398,-122.299,10125,"Seattle",225,54,"0"
"186",527000,2,"0",0,3,0,47.7663,-122.215,10055,"Bothell",321.379310344828,28,"0"
"187",325000,1,"0",0,4,440,47.3758,-122.217,9583,"Kent",284.8,49,"0"
"188",328000,2,"0",0,3,0,47.3828,-122.023,8031,"Maple Valley",323.2,21,"0"
"189",390000,1,"0",0,5,0,47.5123,-122.373,7392,"Seattle",200,73,"0"
"190",479950,1,"0",0,3,0,47.7076,-122.013,6009,"Redmond",302,10,"0"
"191",264950,1,"0",0,4,600,47.2922,-122.371,9753,"Federal Way",154.48275862069,37,"0"
"192",235000,1,"0",0,4,450,47.4075,-122.214,13068,"Kent",196,54,"0"
"193",516500,2,"0",0,3,0,47.6794,-122.034,4729,"Redmond",227.692307692308,11,"0"
"194",655000,2,"1",4,3,220,47.4497,-122.375,13193,"Seattle",258.947368421053,100,"1"
"195",5e+05,1,"0",0,5,0,47.5218,-122.164,15347,"Renton",294.193548387097,55,"0"
"196",213000,1,"0",0,3,0,47.5687,-121.899,13702,"Fall City",250,54,"0"
"197",475000,1.5,"0",0,5,860,47.5575,-122.303,4800,"Seattle",294.545454545455,68,"0"
"198",410000,1.5,"0",0,3,300,47.6136,-122.303,4740,"Seattle",278.333333333333,111,"1"
"199",225000,1,"0",0,4,0,47.3173,-122.319,8640,"Federal Way",248.695652173913,47,"0"
"200",210000,1,"0",0,3,0,47.5308,-122.376,4960,"Seattle",207.5,75,"0"
"201",455000,1.5,"0",0,2,0,47.6727,-122.299,3750,"Seattle",357.5,90,"0"
"202",225000,1,"0",0,4,0,47.3221,-122.216,8316,"Auburn",260,61,"0"
"203",480000,1,"0",2,4,240,47.6779,-122.353,3060,"Seattle",197.5,97,"0"
"204",363000,2,"0",0,3,0,47.3076,-122.395,10377,"Federal Way",421.538461538462,25,"0"
"205",181000,1,"0",0,3,0,47.5218,-122.357,2566,"Seattle",160,61,"0"
"206",250000,1,"0",0,4,0,47.2785,-122.213,7650,"Auburn",287.142857142857,39,"0"
"207",481000,1,"0",0,4,790,47.6846,-122.345,3000,"Seattle",133.913043478261,97,"0"
"208",260000,1,"0",0,4,570,47.3656,-122.278,7209,"Kent",206.666666666667,37,"0"
"209",455000,2,"0",0,3,0,47.4369,-122.111,6567,"Renton",448,14,"0"
"210",349500,1,"0",0,3,600,47.5405,-122.27,6331,"Seattle",160,62,"0"
"211",245000,2,"0",0,3,0,47.3507,-122.178,6458,"Kent",266.153846153846,28,"0"
"212",592500,1.5,"0",2,5,0,47.6979,-122.32,6816,"Seattle",284,87,"0"
"213",385000,1,"0",0,4,1180,47.5278,-122.345,7620,"Seattle",174.814814814815,60,"0"
"214",315000,1,"0",0,4,380,47.4756,-122.147,10650,"Renton",208.695652173913,41,"0"
"215",255000,1,"0",0,3,0,47.4437,-121.772,10098,"North Bend",246,36,"0"
"216",693000,2,"0",0,3,0,47.7048,-122.109,5659,"Redmond",328,9,"0"
"217",780000,1.5,"0",0,3,200,47.6362,-122.302,4400,"Seattle",292,104,"0"
"218",237000,1,"0",0,4,0,47.4207,-122.29,8470,"Seattle",220.869565217391,55,"0"
"219",425000,1,"0",0,3,0,47.5964,-122.299,2580,"Seattle",192.5,85,"0"
"220",290000,2,"0",0,4,0,47.4045,-122.171,7475,"Kent",226.666666666667,27,"0"
"221",285000,1,"0",0,3,0,47.5544,-122.358,6350,"Seattle",224,61,"0"
"222",415000,1,"0",0,3,0,47.6802,-122.29,4465,"Seattle",267.5,78,"0"
"223",272500,1,"0",0,3,650,47.2988,-122.371,8250,"Federal Way",218.461538461538,36,"0"
"224",436000,1,"0",0,4,0,47.7107,-122.352,7530,"Seattle",260,76,"0"
"225",210000,1,"0",0,4,0,47.3271,-122.323,8164,"Federal Way",340,48,"0"
"226",236000,1,"0",0,3,0,47.5053,-122.255,7619,"Seattle",260,54,"0"
"227",331000,1,"0",0,3,500,47.6601,-122.4,2225,"Seattle",100.869565217391,61,"1"
"228",365000,2,"0",0,3,0,47.4145,-122.166,4927,"Kent",408.153846153846,9,"0"
"229",450000,1,"0",0,5,0,47.4672,-122.165,10530,"Renton",381.666666666667,55,"0"
"230",770000,2,"0",0,3,970,47.7618,-122.261,12136,"Kenmore",367.741935483871,1,"0"
"231",405000,1,"0",0,3,1150,47.5362,-122.268,6000,"Seattle",215.652173913043,107,"0"
"232",304900,1,"0",0,4,990,47.3954,-122.206,11088,"Kent",238.518518518519,46,"0"
"233",170000,1,"0",0,3,0,47.5048,-122.272,8775,"Seattle",215,84,"0"
"234",2050000,2,"0",1,5,1200,47.6166,-122.287,7556,"Seattle",292.222222222222,110,"1"
"235",330000,1,"0",0,4,680,47.7486,-122.23,13300,"Kenmore",248.571428571429,27,"0"
"236",370000,2,"0",0,3,0,47.3846,-122.169,8100,"Kent",362.666666666667,23,"0"
"237",467000,1,"0",0,3,650,47.7564,-122.144,9750,"Woodinville",224.242424242424,36,"0"
"238",405000,1,"0",0,3,530,47.7198,-122.193,7320,"Kirkland",198.260869565217,35,"0"
"239",5e+05,1,"0",0,4,500,47.5712,-122.143,13527,"Bellevue",285,61,"0"
"240",389999,2,"0",0,4,0,47.4281,-122.343,15256,"Seattle",252,47,"0"
"241",630000,1,"0",2,4,1170,47.7128,-122.223,9600,"Kirkland",263.703703703704,40,"0"
"242",360000,2,"0",0,3,0,47.3341,-122.255,9937,"Auburn",288,23,"0"
"243",580000,2,"0",0,3,1010,47.5399,-122.181,11004,"Renton",283.75,29,"0"
"244",550000,2,"0",3,5,700,47.5717,-122.375,4166,"Seattle",211.666666666667,86,"0"
"245",879000,2,"0",0,3,0,47.5951,-122.017,11374,"Sammamish",448,21,"0"
"246",265000,1,"0",0,3,0,47.3536,-122.144,7316,"Kent",220,22,"0"
"247",446500,2,"0",0,3,0,47.5084,-122.154,7220,"Renton",407.692307692308,25,"0"
"248",404000,1,"0",0,3,700,47.5586,-122.311,5592,"Seattle",241.818181818182,52,"0"
"249",267500,1,"0",2,3,500,47.4427,-122.274,9052,"Seattle",189.565217391304,58,"0"
"250",335000,2,"0",0,3,0,47.3494,-122.301,7903,"Federal Way",375.384615384615,17,"0"
"251",576000,1,"0",0,4,970,47.6933,-122.393,7310,"Seattle",149.230769230769,67,"0"
"252",208633,2,"0",0,3,0,47.3537,-122,4590,"Maple Valley",313.846153846154,9,"0"
"253",315000,1,"0",0,4,1080,47.476,-122.337,10139,"Seattle",179.2,51,"0"
"254",725000,1,"0",0,4,960,47.6239,-122.298,4000,"Seattle",166.95652173913,102,"0"
"255",550000,1,"0",0,4,400,47.7776,-122.384,8275,"Seattle",180.645161290323,50,"0"
"256",610750,2,"0",0,3,0,47.6459,-122.058,9781,"Sammamish",300.689655172414,31,"0"
"257",550700,1.5,"0",0,4,0,47.6692,-122.297,5000,"Seattle",252.5,107,"0"
"258",665000,2,"0",0,5,1100,47.5376,-122.18,8330,"Renton",286.451612903226,55,"0"
"259",834000,1.5,"0",2,5,390,47.601,-122.294,5750,"Seattle",264,87,"0"
"260",2384000,2,"0",4,5,280,47.6345,-122.367,5400,"Seattle",396.470588235294,94,"0"
"261",305000,1,"0",0,3,600,47.4441,-122.125,7350,"Renton",186.206896551724,36,"0"
"262",487000,1,"0",0,5,870,47.7357,-122.333,8162,"Seattle",286.666666666667,67,"0"
"263",548000,1,"0",0,4,300,47.6638,-122.345,3864,"Seattle",292.5,99,"0"
"264",268750,1,"0",0,3,0,47.48,-122.336,8775,"Seattle",133.333333333333,72,"0"
"265",819900,2,"0",0,3,0,47.6759,-122.151,8384,"Redmond",360,2,"0"
"266",230000,1,"0",0,3,0,47.2639,-122.252,9518,"Auburn",241.666666666667,12,"0"
"267",240000,1,"0",0,3,0,47.2929,-122.371,9753,"Federal Way",262.608695652174,46,"0"
"268",232000,1,"0",0,3,280,47.4957,-122.352,7460,"Seattle",240,93,"1"
"269",240500,1,"0",0,3,280,47.4957,-122.352,7460,"Seattle",240,93,"1"
"270",740000,1.5,"0",0,4,0,47.644,-122.319,5500,"Seattle",292.857142857143,93,"0"
"271",186375,1,"0",0,2,0,47.472,-122.344,7600,"Seattle",200,63,"0"
"272",790000,1,"0",0,4,780,47.592,-122.166,10004,"Bellevue",254.4,38,"0"
"273",880000,2,"0",0,3,910,47.669,-122.275,6120,"Seattle",222.352941176471,64,"1"
"274",295000,1,"0",2,3,0,47.1913,-122.012,10450,"Enumclaw",301.666666666667,24,"0"
"275",640000,1,"0",0,3,0,47.6666,-122.331,5000,"Seattle",267.5,91,"0"
"276",940000,2,"0",0,5,0,47.5639,-122.217,9525,"Mercer Island",355.714285714286,47,"0"
"277",260000,2,"0",0,3,0,47.3483,-122.052,5894,"Maple Valley",261.333333333333,12,"0"
"278",559900,1,"0",0,3,1070,47.7648,-122.164,11045,"Woodinville",275.555555555556,11,"0"
"279",791500,1.5,"0",0,5,0,47.6794,-122.357,3750,"Seattle",215.714285714286,104,"0"
"280",265000,1,"0",0,3,0,47.7535,-122.354,8000,"Seattle",246.95652173913,61,"0"
"281",485000,2,"0",0,4,0,47.6945,-122.093,14764,"Redmond",379.259259259259,53,"0"
"282",684000,2,"0",0,3,620,47.5222,-122.157,8066,"Renton",284.705882352941,5,"0"
"283",425000,1,"0",0,3,1200,47.7222,-122.32,8691,"Seattle",226.086956521739,58,"0"
"284",552250,2,"0",0,3,0,47.5374,-121.875,5823,"Snoqualmie",344,13,"0"
"285",165000,1,"0",0,3,0,47.4897,-122.24,7138,"Seattle",166.666666666667,72,"0"
"286",239900,1,"0",0,3,0,47.4897,-122.24,7138,"Seattle",166.666666666667,72,"0"
"287",206600,1,"0",0,4,0,47.3581,-122.173,12080,"Kent",231.666666666667,28,"0"
"288",387000,1,"0",0,3,1250,47.7713,-122.307,8646,"Seattle",185.185185185185,42,"0"
"289",855000,2,"0",0,3,0,47.5603,-122.222,10180,"Mercer Island",292.903225806452,50,"0"
"290",315000,1,"0",0,4,600,47.4147,-122.337,14400,"Seattle",260,61,"0"
"291",437500,1,"0",2,5,200,47.68,-122.353,3120,"Seattle",197.5,108,"0"
